squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
92582,65,0,1,15,51336,8,3,2000,0,1,7894,8657,176,0,9,9268566.2
95215,79,0,0,20,61968,5,9,2009,0,1,5275,7135,426,0,1,9522466.9
82325,22,1,0,84,31261,8,8,2007,1,0,552,6633,449,0,8,8241164.7
93650,26,1,0,54,26015,8,7,2005,0,0,3114,3673,116,0,8,9375981.5
70573,85,0,1,49,28926,4,7,2016,1,1,6148,9457,953,1,6,7061764.6
36593,20,0,0,42,2875,9,2,1998,1,0,7377,4945,776,0,2,3664202.8
40351,26,1,0,21,21075,2,7,2006,0,1,1312,739,478,0,0,4037323.6
86676,9,0,1,35,98420,3,8,1999,0,0,9794,7836,518,1,10,8672062.9
6591,95,0,1,51,14423,5,9,1994,0,1,7248,999,126,1,8,663660.4
41926,11,0,1,31,55942,5,7,2015,1,0,6182,6376,155,0,10,4198279.5
8969,38,0,0,54,73909,6,5,2013,0,1,7175,6232,877,0,9,908919.3
5033,89,0,1,94,85825,5,5,2000,0,0,8829,8941,129,0,4,508665.1
69943,35,0,0,77,38471,2,1,2003,1,0,8031,4926,545,1,7,7003755.3
61098,37,1,0,55,32233,3,7,2008,0,1,4010,779,435,0,9,6115352.8
73314,69,1,1,35,13126,4,2,2018,1,1,4292,7886,156,1,3,7336538.8
23519,43,1,0,63,42204,4,2,2000,1,0,8261,7395,424,1,0,2358426.2
78088,52,1,0,6,12297,5,6,1994,0,1,6678,20,126,1,7,7809475.4
16101,36,0,1,35,76172,6,4,2013,1,0,8949,4562,377,1,6,1621185.3
40394,98,1,1,30,19069,1,3,2000,0,0,7710,7952,504,0,6,4046533.1
82853,52,0,0,35,5857,6,6,2015,1,1,8292,5386,699,1,0,8289491.5
15723,19,0,0,5,65877,3,1,2017,1,1,5284,2107,682,0,7,1576275.7
83639,46,0,0,14,30130,6,10,2006,1,1,3164,1807,810,1,1,8374057.6
93656,65,1,1,21,92021,4,6,2007,0,1,4173,2017,871,1,2,9369720.7
36387,4,1,1,5,84982,3,2,1993,0,0,6573,489,685,0,8,3642700.3
77491,55,1,1,27,45820,2,8,2007,0,1,5556,2048,706,1,7,7754431.7
88259,86,0,0,37,66936,6,5,1998,0,0,1738,6155,543,0,9,8832355.8
87705,85,0,1,56,91838,2,1,2019,1,1,9388,732,911,1,0,8778255.9
10638,35,0,1,50,64233,5,3,2016,0,1,8805,836,128,1,7,1066200.6
69421,45,1,0,2,90580,4,1,2014,0,0,818,8794,459,1,6,6945284.4
45827,61,1,1,60,99233,5,7,2006,1,0,9300,6035,953,1,5,4590725.6
53765,69,1,1,49,42662,6,2,2008,0,0,8138,5911,246,0,3,5383781.8
63396,42,1,1,51,64707,10,2,2018,0,1,8181,8181,243,0,2,6347194.8
23609,32,1,0,18,8235,10,7,2007,0,0,3175,889,885,1,8,2364571.7
22136,26,0,0,80,47709,7,9,2007,1,0,708,8103,775,1,6,2218930.7
74234,64,1,0,73,92582,9,6,2014,1,0,5268,9132,690,0,10,7426071.4
52552,58,1,0,55,21070,5,2,2006,0,0,9742,880,919,1,8,5262997.6
55369,88,0,0,35,21071,8,5,2020,0,0,6469,8690,441,0,6,5546033
16809,48,0,0,34,41613,1,10,2018,0,0,308,251,829,0,0,1685229.8
93656,45,1,1,55,85642,7,3,2007,0,1,2144,2017,877,1,10,9369720.7
86558,7,1,1,19,5952,7,10,2007,0,1,3026,996,575,0,1,8658306.7
41494,32,1,0,46,63839,7,9,2017,0,0,7233,8000,677,0,10,4155958.7
5904,26,0,1,35,69248,8,1,2018,1,0,3729,4937,912,1,4,595108.8
60250,38,1,1,70,92629,6,2,2019,1,0,899,7209,188,1,4,6031090.9
95148,60,0,0,99,66463,2,10,2008,0,0,7815,4395,696,0,0,9522550.8
60842,28,1,0,36,83869,1,4,2018,0,0,2535,4928,423,0,0,6087203.8
91361,99,0,0,59,66087,7,9,1994,1,0,4858,6608,623,1,10,9138709.4
32143,42,1,1,18,45952,9,5,2007,0,1,7751,2111,412,0,7,3219151.7
51687,94,1,1,37,15460,4,4,2000,1,1,1871,5396,945,1,3,5176324.2
70874,87,1,0,55,58404,8,4,2020,0,0,7391,7376,154,1,5,7097321.1
49116,80,0,1,91,54455,1,5,2000,0,0,6845,5786,198,1,5,4923130.2
32862,38,0,1,17,88327,6,2,1994,1,1,9511,8793,431,0,3,3296638.4
16055,87,1,1,33,56802,3,9,2007,0,1,6306,7371,161,1,2,1608022.7
44129,14,0,1,32,27960,9,3,1999,1,0,7518,1433,380,0,8,4416603.9
6995,78,0,0,3,50551,1,3,2000,1,1,2074,7462,118,0,7,704035
71630,59,0,1,48,2052,2,2,2006,0,0,5889,7801,929,1,6,7169854.6
99372,13,0,1,94,11283,1,7,2008,0,0,9545,2795,212,1,7,9949480.8
11788,58,0,1,5,10763,10,7,1993,1,1,6424,7308,883,1,10,1183388.3
44593,16,1,1,16,6380,9,9,2015,0,1,7936,7972,470,0,7,4465177.5
663,83,0,1,80,27113,1,7,2000,1,0,3566,4075,776,0,8,67550
48524,37,0,0,76,17642,10,8,2014,1,1,4251,2779,371,0,8,4858483.4
62711,100,0,0,38,12152,7,10,2007,0,1,6428,5961,754,0,0,6272944.7
80622,51,0,1,64,1529,8,10,2015,0,1,7963,917,554,1,3,8069026.5
90824,72,0,1,36,95156,4,5,2000,1,1,3734,3403,735,1,1,9089833.2
7028,27,0,1,21,84569,8,3,1995,0,0,4689,6478,581,0,2,711682.5
12555,8,1,1,62,67387,10,7,1993,1,1,2678,667,110,1,4,1265496.3
84478,95,1,0,69,93542,9,4,2000,0,0,1608,549,986,0,1,8455893.2
49072,19,0,1,46,78111,1,3,2007,1,0,5459,5274,591,1,0,4910288.7
16326,86,1,1,58,62953,8,9,2000,0,0,6285,4147,796,1,7,1638683.1
25624,72,0,1,13,28559,10,10,2021,0,1,756,668,205,1,6,2566661.2
21442,42,1,0,42,47283,8,6,2018,1,1,1492,4199,716,1,5,2145503.8
44698,11,0,1,67,26346,1,9,2003,1,0,8796,3293,707,0,0,4473490.3
33108,84,0,0,55,52015,5,2,2016,0,1,9251,521,419,1,6,3316069.6
16389,1,0,0,32,15252,2,10,1995,0,1,9963,6000,757,1,1,1647095.5
35930,2,0,0,34,4236,2,5,2010,1,1,9089,3594,522,1,6,3594490
4780,38,1,1,18,67658,3,8,2003,0,0,260,5726,811,1,8,485037.3
61543,19,0,0,6,19166,5,6,2017,0,0,568,8754,116,1,5,6158002.7
92649,24,0,1,78,9963,8,4,2015,1,0,7584,6359,426,0,3,9270413.5
35532,87,1,0,75,25850,9,9,1995,1,0,5369,6394,621,1,8,3566862.1
68876,38,1,0,14,64240,2,7,1999,0,1,7276,975,112,1,10,6894438.9
53735,61,1,0,80,79514,10,7,2006,0,1,2074,210,307,0,8,5384554.6
40790,75,1,0,85,59800,5,5,2000,0,1,9180,342,828,0,3,4080340.2
1270,26,0,1,9,57837,6,7,2000,1,1,245,597,1000,0,8,131117.1
21015,26,0,1,10,43912,10,6,1993,0,1,5132,638,366,0,0,2107213.3
55707,49,0,0,37,53733,5,10,2014,0,0,2524,1134,675,1,0,5573001.4
6518,10,1,0,35,59704,2,5,2008,0,0,9789,9089,834,0,8,658946.8
76613,32,0,1,60,95940,8,8,2020,0,1,8896,2659,205,0,5,7665959
12066,75,0,0,66,22956,6,5,2000,1,1,5560,532,507,0,9,1207916.2
14635,69,0,0,64,46505,3,9,1997,0,1,1449,8169,465,0,7,1471115.7
90716,18,1,1,26,64569,7,9,2007,1,1,4279,2581,378,0,2,9079770.7
49186,68,0,0,8,88365,1,4,2020,1,1,5368,313,908,0,8,4919477.1
16101,33,0,1,36,58173,4,1,2013,1,0,4293,3466,638,1,7,1621185.3
5693,35,0,1,38,87059,4,6,2018,1,1,4343,4975,661,1,7,576081.8
85493,35,0,1,35,14276,7,1,2013,1,0,7278,9686,387,1,6,8557738.3
6171,51,0,1,16,49681,10,1,2019,0,0,1657,476,753,0,10,621350.9
65222,52,1,0,52,34780,10,9,2020,1,1,8691,3085,234,0,8,6532384.1
66705,36,0,0,19,87584,8,7,2007,0,0,8164,8258,327,0,0,6672336.7
60936,59,0,1,22,54535,10,1,1996,0,0,7526,3953,544,0,2,6098399.6
39170,69,1,0,20,95969,5,8,2005,1,1,8957,4812,216,1,9,3926220.5
416,61,0,0,81,87534,3,6,1996,0,1,7052,9027,822,1,0,46790.6
25145,17,1,0,50,74100,3,6,1998,0,0,4173,6334,775,1,7,2521346.8
56093,26,0,1,35,16271,8,7,2015,0,0,6293,7459,381,1,1,5612610.5
42035,49,1,1,71,9374,3,2,2004,1,1,8708,9238,603,0,3,4216631.4
38700,50,0,0,65,80266,10,8,1996,1,1,7764,968,218,1,8,3880396.6
50185,100,0,1,38,20837,8,1,2008,0,0,8637,8503,912,0,4,5021097.8
41313,26,1,1,64,88974,2,5,2003,0,0,7822,4975,385,0,6,4144107.3
15729,38,1,1,8,50043,1,10,1998,0,0,8796,782,769,1,0,1575961.8
47579,56,1,1,18,8403,6,4,2013,1,1,994,804,814,1,8,4761303.3
54881,37,1,0,7,96973,4,7,1998,0,0,1025,3686,212,0,8,5494411.8
51476,50,0,1,82,48832,3,4,2017,1,1,5281,4905,515,1,9,5155902.7
42276,16,1,0,80,42653,3,3,2006,0,0,3381,16,509,1,4,4229850.6
10919,37,1,0,43,56226,8,5,1994,0,0,1920,1660,655,0,10,1100481.4
36297,35,1,0,61,3579,2,5,2013,0,0,8333,4657,236,1,4,3635567.3
80349,8,1,1,26,29406,6,7,2003,0,0,6799,6789,419,0,3,8042314.3
46042,52,0,1,64,45861,9,6,2015,0,0,3235,9402,982,0,2,4605791.5
63817,49,1,1,79,42278,7,2,2009,1,0,6158,24,905,1,4,6391540.9
1754,86,1,1,18,21211,7,6,2013,0,1,2176,4262,215,1,2,185004.3
19069,36,1,0,35,43714,8,5,1997,1,0,3610,3635,135,0,0,1910241.7
44484,26,0,0,75,45227,9,4,1995,1,0,4522,5581,411,0,10,4452792.5
43876,38,0,1,13,78995,7,3,1993,1,0,7358,8442,607,1,10,4388329.3
70576,15,0,0,7,52695,6,9,2013,1,1,7912,5761,238,1,9,7061024.3
65822,59,1,0,60,58166,6,7,2006,0,1,5358,7135,986,0,3,6588632.6
37531,13,0,1,44,31317,8,4,2016,0,0,6399,213,568,0,3,3757051.6
1314,3,1,0,16,89846,4,4,2018,0,1,6283,9146,651,0,7,133536.8
98755,18,0,0,18,78940,10,4,2014,0,1,9579,1882,274,1,7,9880422.4
60366,26,1,0,38,72171,3,6,2005,0,0,5359,6327,755,0,9,6042370.5
43571,78,0,1,52,64654,9,1,2015,1,0,8181,6204,619,1,7,4359454.5
44120,31,1,0,26,74657,9,1,1994,0,1,2074,1743,313,0,5,4420400.4
68072,56,1,0,35,13291,7,3,2019,0,0,4304,6267,776,0,0,6812764.9
27193,21,1,1,8,67593,8,5,2016,0,1,5959,2911,954,1,7,2726538.6
5603,61,0,1,100,17551,2,1,2000,1,0,778,5304,878,0,1,566684.2
22585,52,0,0,100,22280,4,5,2016,1,1,705,602,476,1,6,2262620.6
92846,15,1,1,80,91200,4,1,2005,0,1,5299,5392,426,1,6,9289625.5
49310,22,1,0,10,70461,6,5,2006,0,0,3386,9175,176,0,6,4943199.6
74875,30,0,0,14,8723,10,5,2009,0,0,4279,3373,760,1,10,7493537.9
14830,85,1,1,14,38929,3,7,2020,1,1,9192,1592,214,1,9,1487488.2
16058,49,0,0,54,49146,8,2,2009,1,1,7253,4291,926,0,6,1612601.9
5825,56,1,1,99,79667,7,5,2016,0,0,7887,4297,356,0,9,598186.6
40315,78,1,1,41,36186,8,10,2004,1,0,5367,4090,412,0,0,4036010.4
40647,76,1,1,51,42630,8,2,2007,0,1,874,342,489,1,9,4077290.7
12583,19,1,0,75,98910,2,4,2000,0,0,7875,1524,299,0,4,1267192.1
21502,26,1,0,60,51512,7,1,2017,0,1,1830,843,135,0,5,2158299.7
87190,26,1,0,15,68366,7,8,2013,0,0,7185,5913,406,0,10,8724894.3
68731,83,0,1,44,12140,4,4,2015,1,1,9895,8197,874,0,7,6879026.5
83647,13,1,0,52,40829,7,10,2003,0,0,8758,9559,572,1,8,8367526.3
46195,83,0,0,7,73162,3,9,1990,0,1,4118,6554,998,1,5,4622073
58492,86,1,0,33,95914,2,3,2005,1,1,6341,4443,863,0,6,5860459.5
55558,78,1,0,5,72627,1,5,2000,1,0,749,2155,268,1,9,5564448
8256,5,0,0,59,20234,5,9,2005,0,0,3856,5204,465,1,0,831710.5
76847,65,0,1,54,24335,8,7,2000,1,1,189,3015,537,0,8,7692386.2
53857,78,1,0,29,48468,10,9,1993,0,0,1749,9057,998,0,0,5393354.3
94723,18,1,0,55,64233,4,4,1996,1,1,9836,5026,537,1,10,9476464.6
5340,84,0,0,84,42304,7,2,2000,1,0,4346,8147,419,0,1,538173.1
13914,20,1,0,65,91205,4,8,2015,1,0,664,5191,912,1,7,1404398.5
96598,85,0,0,38,51544,5,4,2007,1,0,4196,4624,165,1,1,9661903.7
25341,50,1,1,50,91275,5,9,2014,0,0,513,4960,973,0,8,2544899.4
81718,19,0,1,25,47328,2,5,2015,0,1,9446,6265,678,1,10,8179978.5
43252,6,1,0,34,50414,6,3,2000,0,1,5634,331,651,1,1,4326741
62690,38,1,1,38,13197,5,10,2008,0,1,3795,6708,245,1,3,6271214.8
82910,1,0,0,69,74698,7,3,1995,0,1,8405,828,449,0,8,8295330.5
80306,35,0,1,83,35358,10,1,2004,0,0,4920,4778,167,1,5,8037519.4
89549,81,1,0,58,19661,5,3,2006,0,1,4555,7535,112,0,8,8967748.6
60653,5,0,1,5,83181,10,9,2008,0,0,4538,5764,493,0,8,6076327.8
14954,3,1,1,70,85476,7,2,2000,0,1,1762,7937,290,0,2,1505542.2
90716,16,1,1,29,69459,6,4,2007,1,1,7309,2759,218,1,3,9079770.7
95096,73,0,0,62,37665,5,1,2009,1,1,3573,3729,216,1,0,9515861.9
56878,38,0,0,65,25140,3,3,2015,1,1,7273,7088,531,0,6,5695950.5
91501,40,0,0,55,78655,3,2,2003,1,0,1634,5498,423,0,6,9154474.3
88352,45,1,0,25,76869,8,1,2017,1,1,8031,3677,121,0,7,8844632.7
31464,21,0,1,22,43738,10,6,2000,1,0,1798,262,239,1,1,3148466.2
71199,80,1,1,65,32290,6,3,2006,0,0,8252,3528,313,0,7,7124887.1
11292,68,1,0,68,7804,4,10,1998,0,1,874,9164,834,1,9,1132623.8
99362,95,0,0,86,56996,1,7,1998,0,0,7835,9536,136,0,3,9945650.8
58871,70,0,0,78,6876,2,8,2020,0,0,8474,4155,327,0,4,5893000
30925,13,0,1,80,21443,7,6,2016,0,0,8494,975,765,0,0,3104280.6
67843,26,0,0,54,62578,6,1,2018,1,1,7410,996,968,0,0,6786741.8
70409,86,0,0,90,85476,5,6,2000,1,0,2522,9057,9017,1,3,7042999.2
87585,80,1,0,30,60868,3,5,2017,0,0,783,316,620,0,0,8764820.7
40010,34,1,0,77,11694,2,5,2000,0,1,782,6638,783,0,1,4006702.2
36314,58,0,1,100,8823,2,5,2008,0,0,4784,6168,424,1,6,3638453.8
10637,39,0,1,58,57207,1,4,2000,0,1,817,7805,504,1,2,1066983.1
69411,26,1,0,80,79008,1,3,2016,1,0,5000,1022,108,1,9,6939575.6
84696,45,0,1,4,34563,5,7,2020,1,1,6074,549,463,0,4,8472972.1
53762,85,1,1,99,40281,9,3,2000,1,0,8539,7593,910,1,5,5385468
42242,76,1,0,34,74206,3,2,2019,0,0,3641,3514,905,1,2,4238504.9
40006,19,0,1,29,19864,4,4,2006,0,1,7358,4609,233,0,4,4007111.6
59159,83,1,0,64,1893,5,2,2017,1,1,4306,7559,812,0,2,5921171.7
14296,84,1,0,25,28837,5,6,2000,1,0,5346,8465,279,1,5,1438655.1
73140,100,1,1,73,84617,8,3,2019,1,1,7608,7849,691,1,9,7325048.9
48032,51,1,0,45,60566,5,1,2016,1,1,4742,5310,195,1,5,4810320.6
1254,8,0,0,52,35385,5,9,2012,0,1,7394,3735,865,1,7,128928.1
5888,11,1,1,38,28499,8,6,2014,0,1,9757,6638,831,1,8,597556.4
78882,56,0,0,55,26003,8,9,2014,1,1,7276,270,691,0,4,7893540.4
9367,93,1,1,80,92975,7,3,2000,0,1,1329,8905,729,0,1,941614.2
8856,84,1,0,37,27939,6,1,1998,0,1,6292,6446,404,1,0,888730.8
54045,38,1,0,26,97470,5,5,2015,1,1,9678,9308,215,1,6,5415620.5
579,44,1,1,38,66242,8,2,1994,0,1,2566,27,843,0,5,63718.4
17015,60,0,0,82,21423,1,10,2016,0,1,8094,4334,501,1,4,1702646.6
55045,69,0,1,55,75383,4,7,2004,1,0,9778,7836,662,0,10,5511210.4
98094,2,0,1,29,97750,4,2,2009,0,0,6126,9708,238,1,8,9813433.9
22821,35,1,1,8,67658,6,9,1993,1,1,7735,3742,109,1,0,2289134.3
26089,47,0,1,97,51437,10,4,1996,1,0,6242,5564,912,1,8,2618078.1
46478,8,1,1,26,8420,9,2,2003,1,1,4778,354,685,0,0,4657996.3
61761,77,0,0,9,46918,6,8,2014,0,1,2526,4498,494,1,0,6177711.4
44698,26,0,1,50,26003,5,6,2003,0,0,4173,3793,896,0,3,4473490.3
73482,14,0,1,35,8594,4,6,2013,0,0,8475,5615,396,1,4,7351375.3
50251,53,0,1,49,16738,9,7,1999,1,1,7249,9952,341,1,7,5037541.9
82900,69,0,0,6,23151,10,7,2013,0,0,8378,5930,749,1,0,8295028.3
20799,9,0,0,47,84199,4,1,2007,1,1,6038,8115,110,1,6,2084113.7
16714,86,0,1,9,38726,6,9,1998,0,1,7842,4598,418,0,8,1675672.8
10380,22,1,0,28,77608,5,9,2020,0,0,4111,4333,127,1,2,1049793.1
26299,65,0,0,55,81523,10,7,2010,1,0,6382,1243,775,1,6,2638300
66814,38,0,0,35,24751,7,6,1998,1,1,9284,3813,245,1,1,6684800.8
187,58,0,0,80,92838,8,3,2019,1,1,4405,7844,713,1,8,26533.9
6506,10,1,0,70,65129,8,2,2000,1,1,8597,4043,716,0,2,658467.2
1832,64,1,1,1,71037,4,10,2000,0,1,7069,4738,680,0,2,183918.1
45893,24,1,1,21,34571,9,4,2017,1,0,3290,2197,386,1,1,4596499.7
35930,95,1,0,25,90268,8,3,2000,0,1,5688,8349,151,1,0,3598810.2
72859,61,0,0,9,43542,8,10,2009,0,0,5701,446,924,0,1,7289126.9
67753,78,1,1,78,77938,3,6,1995,1,0,3586,9134,740,1,0,6789580.5
19778,80,0,1,65,32715,2,7,2000,1,0,7306,43,582,0,2,1980095.2
76194,68,1,0,36,21739,5,9,2003,1,0,4276,901,258,0,8,7627074.3
41083,8,0,0,26,91563,8,6,2017,1,1,7904,1984,662,0,10,4114499.7
59260,36,1,1,99,94035,10,7,2018,1,0,9019,7179,689,1,6,5932371.8
20795,8,0,0,78,19055,4,4,2000,0,0,1905,198,798,0,7,2086273
13659,49,1,0,36,76623,9,8,2015,1,0,782,867,866,1,7,1373742.5
91414,11,0,0,9,78116,1,6,1999,1,0,2634,1628,209,0,5,9146210.9
74097,27,0,1,26,67649,2,3,2003,0,0,5688,9698,271,0,5,7411597.3
92445,49,1,0,41,5859,4,5,2017,1,1,7294,2336,431,0,6,9249510.7
45985,86,1,0,55,45861,8,8,2008,1,0,9802,706,986,0,0,4604960.8
27881,30,1,0,88,159,2,5,1995,0,1,468,1819,814,0,4,2797847.5
36795,4,1,1,86,29885,6,10,1995,1,0,6431,5016,225,1,1,3682712.5
25821,38,1,0,26,92597,4,7,2015,1,1,9495,775,596,0,2,2587736.5
19069,11,0,0,78,46266,5,4,1997,1,0,7911,3635,378,0,1,1910241.7
68482,52,1,1,86,34429,8,8,2020,0,1,7276,3658,297,0,0,6853208.1
79401,75,0,0,83,91579,3,9,1996,0,0,3024,2385,916,1,7,7941702.6
57719,77,1,1,64,46090,1,7,2017,1,1,3855,7557,783,0,4,5779467.7
7851,79,1,1,28,48606,2,8,2000,1,0,2851,1085,937,0,1,793981.2
89144,92,1,0,26,34482,5,3,2000,1,0,4048,5513,101,1,5,8920858.2
13591,20,0,1,6,62003,10,6,2000,1,1,7358,2763,961,1,8,1367021
98234,26,0,0,51,1906,6,3,2003,1,0,7133,1358,115,1,7,9831396.3
58855,69,1,0,84,82139,7,6,2005,1,0,9924,1986,882,0,5,5892769
1270,47,0,1,9,81329,1,3,2000,0,0,270,4476,682,1,9,131117.1
70041,42,1,0,50,69076,8,1,2019,1,1,7998,9379,414,0,2,7009466.9
9208,47,0,0,55,43825,9,9,2004,1,1,9778,8395,774,0,7,922791.4
33997,26,1,1,99,73772,8,1,2000,1,1,7997,6581,973,1,6,3416922
99511,85,1,0,65,79904,2,7,2016,1,1,4762,2048,822,0,0,9952430.6
40089,37,1,0,41,45594,9,10,1999,0,1,9177,949,452,0,10,4016591.9
21167,18,1,0,24,87582,3,5,2013,0,0,6698,6383,401,0,9,2121941.3
85391,85,0,1,4,82396,5,2,2007,0,0,2426,2449,433,1,6,8547440.7
69665,78,0,1,20,45517,9,10,1998,1,1,874,7945,404,1,2,6967594.8
71397,58,0,1,32,68998,9,2,1995,1,0,3795,4256,568,0,6,7145471.5
84697,8,0,0,13,19890,3,1,2015,0,1,5645,5033,426,0,5,8474421.5
47258,22,0,0,61,85267,8,5,1995,0,0,728,3146,494,0,10,4727374.5
85104,47,0,1,51,42526,9,7,2005,1,1,2628,9296,512,1,7,8516196.5
42098,97,0,0,85,81395,4,9,2013,1,0,7229,4007,781,0,2,4217661.3
87585,11,0,1,67,42653,9,3,2017,0,1,7827,7773,122,0,8,8764820.7
62093,36,0,1,37,90843,3,8,2004,0,1,6428,9723,124,1,9,6222279.4
47781,26,1,1,36,38270,8,4,1993,0,0,4689,390,259,1,9,4779776.3
11660,98,0,0,50,44802,3,8,1994,0,0,3524,2488,395,1,10,1175301.4
40465,54,0,0,100,40410,8,4,2004,0,0,5063,7038,404,1,0,4052600.4
3166,69,0,1,86,84202,4,3,2016,0,0,7626,3622,956,1,7,322863.6
16934,64,1,1,50,57310,2,8,2000,0,1,127,5284,104,0,4,1701160.1
23705,8,0,1,49,87768,4,4,2000,1,1,5557,2283,814,0,6,2381470
37103,35,0,1,6,40387,3,6,2017,0,1,8589,7559,1000,0,6,3714959.7
49389,78,0,0,58,5834,8,10,1993,0,0,9778,1906,129,0,1,4940959.3
77807,66,1,0,100,94081,8,9,2015,1,0,8250,9127,554,0,6,7781711.5
99278,1,1,0,77,51677,4,7,2004,0,1,478,5023,256,1,2,9932606.4
23843,27,0,0,84,91327,9,7,2000,1,0,8522,771,836,0,0,2390553.2
1947,35,0,0,24,31159,5,6,2013,1,0,3158,2796,714,0,0,198209.3
65786,64,1,0,38,68445,10,10,1993,1,0,3714,4555,314,0,8,6581341.3
95296,100,0,1,46,64602,2,7,2006,0,0,874,3481,615,0,2,9535271.6
31741,18,0,1,89,29834,5,8,2004,1,0,8539,8537,690,1,6,3186350.4
68102,19,0,0,85,99552,3,1,1999,0,0,9761,4926,872,1,10,6818967.9
15713,58,1,0,49,15178,5,10,2006,1,0,9919,5038,935,1,10,1576682.6
53500,47,1,0,16,26771,3,2,2018,0,0,8803,7709,214,0,5,5350627.8
925,30,0,1,44,98562,7,5,1998,0,0,6403,850,581,0,5,104727.8
20795,68,0,0,74,19055,7,4,2000,0,0,1905,198,880,0,4,2086273
15232,11,0,1,41,17385,9,2,1994,0,0,3192,9896,816,0,8,1528469.4
63099,26,0,0,24,82665,8,9,1998,1,0,958,422,274,1,2,6319109.8
45958,21,0,1,96,24467,4,5,2000,0,0,6851,8395,165,0,2,4597561.2
28363,52,1,0,70,15295,9,9,2000,1,1,6293,3127,377,0,4,2845490.1
90957,89,1,1,34,92628,2,3,2014,0,1,2414,850,261,0,6,9103454.4
81166,93,1,1,97,43662,7,7,2017,0,0,4118,3512,470,0,5,8119282.7
22878,99,1,0,37,426,7,3,2014,0,1,8181,229,835,0,1,2293660.4
37729,58,1,0,4,87468,6,7,1993,1,0,874,5498,776,1,4,3773925.3
54977,64,1,0,52,30380,1,6,2004,0,1,5278,3203,622,0,9,5498970.4
15769,13,0,0,34,22718,9,2,1999,1,1,4185,5196,953,0,9,1579069
60653,10,1,1,50,81329,5,7,2008,0,0,4966,8470,549,0,8,6076327.8
99885,26,1,0,78,35311,3,8,2000,1,1,2828,5672,197,1,1,9989210.1
8977,61,1,0,57,70098,7,1,2014,1,0,4343,3714,974,0,5,905963.4
52646,64,1,1,43,70739,1,5,2006,1,0,4398,6316,414,0,8,5272375.1
72254,83,1,1,39,48606,7,5,2020,0,0,4152,186,975,1,7,7229974
59810,64,0,0,64,47398,3,5,2016,1,0,2837,8197,445,0,1,5991500.6
14878,39,1,0,64,35491,5,10,2000,1,1,5233,3744,445,1,0,1491712.2
81618,54,0,0,40,94479,9,3,2009,1,1,6427,8936,714,1,10,8170899.9
82651,3,1,0,47,59791,10,5,2018,0,0,902,1292,991,0,9,8266989.8
23987,85,0,1,31,34259,1,3,2014,0,0,5474,8430,803,0,0,2399604.4
39699,35,0,0,21,73129,5,1,1997,0,1,4949,7251,396,0,7,3972664.7
45149,78,0,1,26,71965,4,8,2000,1,0,2803,3420,415,0,1,4522816.1
13760,86,1,1,4,73511,6,9,2000,1,1,8337,8113,327,0,4,1382162.1
79652,64,1,0,22,87644,8,5,2008,0,1,8173,8003,643,0,9,7972747.8
48854,69,0,0,54,74589,7,10,1990,0,1,7139,4072,727,1,1,4890551.2
21129,56,0,0,58,38918,6,5,2007,1,1,4549,5919,626,1,5,2114999.7
15417,54,0,0,95,56849,8,8,2000,0,0,6431,75,253,0,3,1549279.2
35828,8,0,1,6,83587,7,6,1998,1,0,6133,4942,826,1,4,3583375.8
29855,7,1,0,34,8837,6,8,2000,1,1,8778,779,779,0,6,2987645
90262,20,0,0,38,65146,2,1,2008,1,0,4127,6651,136,0,4,9035172.8
1863,95,0,0,73,99408,6,7,2010,0,1,6233,9057,869,0,10,193540
6138,36,1,0,5,64051,2,9,2008,0,1,3790,5800,804,1,5,617184.8
26960,35,1,0,52,83482,2,7,2004,1,1,8080,9901,204,0,6,2699467.4
20392,58,0,1,97,67704,9,10,2007,1,1,7022,9438,431,1,2,2046763.7
13591,38,1,1,25,62003,5,9,2000,0,1,2475,228,735,1,8,1367021
81805,17,1,0,12,61747,4,2,2003,0,1,6171,1534,522,1,8,8186061.3
76357,62,1,0,37,74263,5,6,2014,0,0,3837,5278,973,0,8,7641162.4
30632,22,1,0,37,55836,7,2,1999,0,1,8435,3622,126,0,9,3071259.9
65919,36,1,0,13,12877,4,9,2013,0,1,1634,579,518,1,4,6596228.3
64918,11,0,1,89,13000,8,9,2000,0,0,4229,4349,706,1,1,6494744.1
97854,38,0,0,95,24666,7,8,2000,1,1,1911,8149,259,1,9,9794720.2
94255,61,1,0,7,87869,4,6,2020,1,1,461,7160,612,0,3,9431460.1
86215,35,1,1,37,76280,7,9,2006,1,0,5386,4645,260,1,3,8630496.6
54717,22,1,1,3,50721,8,7,2019,0,1,3350,4675,424,1,7,5478930.9
83905,71,0,0,70,89999,2,7,2010,0,1,705,717,680,1,2,8397030.1
17241,84,1,0,7,71231,9,7,2000,0,1,4304,230,785,0,0,1730302.1
18397,7,0,1,34,4059,1,7,2000,0,1,1254,3996,912,0,5,1846201
42623,92,1,1,81,16305,10,4,2019,1,1,6427,4051,699,0,7,4268615.9
98234,56,0,1,36,19120,5,2,2003,0,0,5205,5636,499,0,7,9831396.3
45681,66,1,1,44,45311,4,3,2013,0,0,8767,8420,343,0,2,4575079.3
