CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
173.5,93.4,159.9,173.5,9.7,953.2,775.5,56,50.53
266.2,112.3,87.5,178.9,10.4,910,745.5,28,74.36
500,0,0,200,0,1125,613,14,16.26
190.3,0,0,185.7,0,1047.8,748.5,28,31.88
266,111,0,186,0,1111,784,28,39.27
168.9,42.1,163.3,121.8,5.7,1058.7,780.6,14,21.92
349,0,0,192,0,1047,806,90,56.34
122.6,183.4,0,203.5,9.1,884.9,611.8,28,16.11
222.4,0,96.7,189.3,4.5,967.1,870.3,3,15.42
212,0,124.8,159,7.8,1085.4,799.5,100,49.77
349,0,0,192,0,1047,806,3,13.2
214.9,53.8,121.4,155.6,9.9,1014.3,780.6,28,33.01
374,189.2,0,170.1,11.6,926.1,756.7,56,46.8
376,0,0,214.6,0,1003.5,762.4,3,35.3
500,0,0,200,0,1125,613,90,43.58
500.1,0,0,200,0,1125,613.2,90,32.66
525,0,0,189,0,1125,613,90,33.56
153,102,0,192,0,888,943.1,28,33.42
255,0,0,192,0,935.4,741.6,180,33.05
295,0,150,168,12,1069,769,28,15.61
451,0,0,165,11.3,1030,745,28,71.3
375,0,0,186,0,1038,758,28,37.92
333,0,0,192,0,931.2,842.6,90,25.18
168.9,42.2,123.8,140.8,12.4,1075.7,792.7,3,9.99
275.1,0,100.4,170.2,8.7,961.2,856.4,3,12.18
220.8,147.2,0,185.7,0,1055,744.3,7,15.82
198.6,132.4,0,192,0,978.4,825.5,91,66.82
362.6,189,0,164.9,11.6,1040.6,734.3,28,25.57
159,0,174,174,10,942,783,28,44.21
313,145,113,178,8,819,846,28,31.42
236,0,0,186,0,1111,784,180,36.25
251.4,0,118.3,192.9,5.7,1043.6,754.3,3,11.85
350,0,0,203,0,974,775,14,25.51
349,0,0,192,0,1056,809,28,17.2
525,0,0,189,0,1125,613,28,28.99
331,0,0,192,0,1025,821,7,15.75
313.3,145,0,178.5,0,1003.8,813.2,7,26.31
275.1,0,121.9,164.8,9.9,1053.6,777.5,100,51.02
173.3,116,172.4,192.9,4.1,1007.3,758.6,28,17.34
133,200,0,192,0,927.4,839.2,7,12.18
255.5,170.3,0,185.7,0,1026.6,724.3,28,63.4
349,0,0,192,0,1047,806.9,180,38.6
305.3,166.8,0,203.5,0,965.4,692.6,3,23.51
321,164,0,190,5,870,774,28,28.24
239.6,359.4,0,185.7,0,941.6,664.3,28,25.18
190,190,0,228,0,932,670,28,30.65
382.5,0,0,185.7,0,1047.8,739.3,7,38.61
331,0,0,192,0,978,825,7,26.92
238.1,0,0,185.7,0,1104.6,784.3,7,49.8
277,0,0,191,0,968,856,91,44.3
376,0,0,214.6,0,1003.5,762.4,3,9.45
332.5,142.5,0,228,0,932,594,28,68.5
141.3,212,0,203.5,0,971.8,748.5,28,21.91
250,157,0,192,0,1047,806.2,90,50.7
252,0,0,186,0,1111,784,3,14.84
153.6,162.4,0,203.5,0,1000,822.2,28,25.45
380,95,0,228,0,932,594,90,47.13
148.1,0,137.9,158.1,17.9,1001.8,830.1,28,55.6
331,0,0,192,0,1025,821,3,14.8
222.4,0,96.7,189.3,4.5,967.1,870.3,14,32.9
255.5,128.5,132.6,214.6,8.9,822.2,750,28,23.64
275,0,0,183,0,1088,808,90,37.91
266,0,86,199,5.5,860,762,28,56.63
332.5,142.5,0,228,0,932,594,3,3.32
252,0,0,185,0,1111,784,28,25.18
310,0,0,192,0,1012,830,28,31.27
200,0,200,190,0,1145,660,7,14.14
165,0,143.6,163.8,0,1005.6,900.9,14,17.57
500,0,0,200,0,1125,613,365,37.91
387,20,0,157,20,938,845,90,55.94
193.5,290.2,0,185.7,0,998.2,704.3,7,16.88
236,0,0,197,0,968,885,180,47.4
500,0,0,200,0,1125,613,270,37.68
157,236,0,192,0,935.4,781.2,28,33.76
380,95,0,228,0,932,594,270,55.25
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.4
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,39.49
310,0,112,202,10,801,801,28,13.2
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,69.66
190.7,0,125.4,162.1,7.8,1090,804,28,15.36
166.1,0,163.3,176.5,4.5,1059.4,780.1,3,14.31
393,0,0,192,0,940.6,785.6,90,49.2
424,22,0,168.1,8.1,822.1,822.2,3,17.82
307,0,0,193,0,968,812,90,34.68
480,0,0,192,0,936.2,721,120,39.84
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,39.42
331,0,0,192,0,1025,821,3,26.15
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,33.69
525,0,0,189,0,1125,613,180,64.02
249.1,0,98.8,158.1,12.8,987.8,889,14,17.96
231.8,0,121.6,174,6.7,1056.4,778.5,56,44.7
157,236,0,192,0,884.9,891.9,7,19.01
333,0,0,193,0,968,812,270,40.87
522,0,0,146,0,896,896,7,28.8
387,20,94,157,11.6,938,845,3,14.99
540,0,0,162,2.5,1040,676,28,25.51
362.6,189,0,164.9,11.6,944.7,755.8,56,51.04
149.5,0,0,192,28.2,852.1,893.7,3,14.84
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,45.3
315,0,184,196,7,959,801,28,32.88
500,0,0,189,0,1125,613,180,45.85
480,0,0,192,0,936,721,7,39.58
157,116,0,197.9,6,868.4,695.7,28,31.38
238.1,0,94.1,186.7,5.7,949.9,847,28,41.3
212.6,0,100.4,214.6,7.8,1007.3,903.6,3,10.76
525,0,0,189,0,1125,613,14,31.35
314,0,113,168.1,8,822.2,690.3,28,11.98
252,0,0,186,0,1111,784,7,12.47
157,236,0,192,0,935.4,781.2,90,59.09
322.5,170.3,0,185.7,0,977.6,789.3,28,32.85
331,0,0,192,0,1025,821,7,11.39
230,0,118.3,195.5,4.6,1029.4,758.6,100,34.67
349,0,0,192,0,1047,806,28,33.8
238.1,0,0,185.7,0,1118.8,789.3,28,52.5
281,0,0,192,0,1025,821,7,10.38
284,15,141,179,11,801,744,28,49.2
190.7,0,125.2,174,7.4,1040.6,734.3,28,23.51
385,0,0,186,0,966,763,28,26.86
135,0,0,185,0,1069,769,28,24.99
200,133,0,192,0,965.4,806.2,90,32.33
200,133,0,192,0,965.4,806.2,180,38.56
183.9,122.6,0,203.5,0,963.4,800.1,28,62.94
382,0,0,186,0,1047,739,28,35.86
304,76,0,228,0,932,670,365,41.05
500,0,0,200,0,1125,613,14,44.03
349,0,0,192,0,1047,806,7,17.22
425,0,0,153.5,16.5,1125,887.1,28,43.5
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,24.85
314,145,0,180,7,1000,828,28,59.89
254,0,0,198,0,968,863,3,12.73
382,0,0,192,0,940.6,785.6,14,39.7
153.1,145,0,178.1,6.4,1001.9,688.7,28,25.61
136,162,126,172,10,923,764,28,29.73
251.8,0,99.9,146.1,2.2,1006,899.8,56,44.39
157,236,0,192,0,973.4,884.3,3,12.18
251.8,0,118.3,164.8,6.5,1028.4,793.5,28,66.42
349,0,0,192,0,1047,806.9,7,18.91
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,19.01
339.2,0,0,197.9,8.2,949.4,781.2,3,28.6
528,0,0,185,6.9,920,720,28,46.68
166.8,0,96.7,189.3,5.8,967.1,696.7,56,33
149.5,236,0,175.8,12.6,846.8,892.7,7,24.43
153,145,113,178,8,869,824,28,55.16
183.9,122.6,0,203.5,0,959.2,800,7,16.5
255,0,0,192,0,889.8,945,7,24.89
155.7,183.9,0,193.3,9.1,877.2,867.7,28,25.48
310,0,0,192,0,1012,830,90,26.26
385,0,0,186,0,1066,765,3,14.5
531.3,0,0,141.8,28.2,852.1,893.7,7,16.28
349,0,0,192,0,1057.6,806.9,360,51.06
331,0,0,192,0,978,825,180,50.46
382.5,0,0,185.7,0,1047.8,739.3,28,25.18
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,37.81
250,0,125.2,182.9,5.7,1088.1,820,28,30.45
173,116,0,192,0,946.8,856.8,7,16.5
139.6,209.4,0,192,0,1047,806.9,28,30.08
356,0,119,193,11,801,778,28,29.59
145.4,114.6,89.3,237.8,6.1,869.1,656.9,28,37.68
298.1,0,107.5,197.9,9.5,941.5,861.2,28,66.7
133,200,0,192,0,965.4,806.2,3,10.73
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,23.25
178,129.8,118.6,179.9,7.9,1007.2,746.8,56,32.9
349,0,0,192,0,1047,806,90,29
272.8,181.9,0,185.7,0,1012.4,714.3,28,33.05
313,178,132,178,5.5,827,695,28,38.61
296,0,0,192,0,1085,765,7,15.44
446,24,79,162,11.6,967,712,28,61.07
491,26.2,0,137.8,4.1,852.1,893.7,56,61.8
296,117,187,181,7,828,741,28,56.34
166.6,0,167,170.1,8.9,967.1,780.1,28,59.2
289,133,0,194.9,6.1,924.1,760.1,28,51.73
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,52.43
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,11.17
183.9,122.6,0,185.7,0,1085.4,765.8,28,42.92
376,0,0,214.6,0,1003.5,762.4,3,8.49
380,95,0,228,0,932,594,270,42.13
349,0,0,192,0,1047,806,90,37.27
304,76,0,228,0,932,670,365,40.29
194.7,0,100.5,170.2,7.5,998,901.8,3,11.48
250,0,0,203.5,0,963.4,630,28,24.4
165,128.9,124.1,178.5,8.9,1002.5,796.2,28,43.39
255,0,0,192,0,889.8,845,3,32.4
190.7,0,125.4,166.6,9.9,1090,704.3,14,14.54
139.6,209.4,0,192,0,1047,806.9,28,24.85
307,0,0,192,0,968,812,3,6.81
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,39.38
302,0,0,203,0,974,817,28,27.22
139.8,209.7,0,209.7,0,1047,806.9,7,8.2
349,0,0,192,0,1047,806,90,59.2
382,0,0,185,0,1047,739,28,38.61
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,31.35
231.8,0,121.6,174,6.7,1056.4,778.5,28,32.72
203.5,305.3,0,203.5,0,965.4,630,14,17.82
310,0,0,192,0,1012,830,90,31.18
139.6,209.4,0,192,0,947,839.2,28,43.7
540,0,0,173,0,1120,613,90,56.06
362.6,189,0,164.9,11.6,944.7,755.8,3,24.13
322,0,0,203,0,974,800,7,19.77
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,39
376,0,0,214.6,0,1003.5,762.4,56,71.3
446,24,79,162,11.6,967,712,91,79.99
266,112,86,195,3,949,795,28,41.05
500,0,0,200,0,1125,613,90,55.16
192,288,0,192,0,929.8,716.1,7,11.98
425,106.3,0,153.5,16.5,852.1,887.1,100,40.27
254,0,0,198,0,968,863,90,32.92
266,114,0,192,0,879,762,28,55.9
349,0,0,192,0,1056,809,360,41.24
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,40.6
382,0,0,186,0,1047,739,270,74.17
310,0,0,192,0,970,850,90,50.73
310,0,0,192,0,1012,830,3,14.8
266,114,0,228,0,932,670,28,18.75
475,47.5,0,228,2.5,932,594,28,53.77
139.6,209.4,0,192,0,1047,806.9,120,39.58
424,22,132,178,8.5,822,824,28,36.56
183.8,129.9,0,175.1,3.6,1006,746.6,28,30.96
349,0,0,192,0,1047,806.9,7,11.85
388.6,93.8,0,157.9,9.9,882.9,992.6,100,55.9
108.3,162.4,0,203.5,0,938.2,849,7,17.2
349,0,0,192,0,1047,806,90,40.27
147,175,0,171,2,1000,828,28,31.74
525,0,0,189,0,1125,613,270,45.85
173,116,0,192,0,946.8,856.8,14,21.91
214.9,118.8,121.9,155.6,6.7,1014.3,780.1,56,53.3
427.5,47.5,0,228,0,932,594,7,24.4
173,116,0,192,0,946.8,856.8,3,13.18
491,26,123,201,3.9,822,699,56,64.9
236,157,0,192,0,972.6,749.1,90,43.7
475,118.8,0,181.1,8.9,852.1,781.5,7,52.91
427.5,47.5,0,228,0,932,594,180,38.56
331,0,0,192,0,1025,821,28,23.85
200,0,0,180,0,1125,845,14,22.49
350,0,0,203,0,974,775,180,52.61
212,0,124.8,159,10.3,1085.4,799.5,56,35.86
389.9,189,0,145.9,22,944.7,755.8,91,72.3
254,0,0,198,0,968,863,180,30.44
250,0,0,191.8,6.1,858.2,893.7,14,24.89
425,106.3,0,153.5,16.5,852.1,887.1,91,68.5
374.3,189.2,0,170.1,10.1,926.1,756.7,56,72.3
349,0,0,192,0,1047,806,90,42.03
339,0,0,197,0,968,781,7,9.13
500,0,0,200,0,1125,613,90,52.3
400,0,0,188,0,1025,745,7,27.77
296,0,106,221,10,819,778,28,33
153,239,0,200,6,1002,689,28,26.86
313.3,0,113,178.5,7.5,1001.9,688.7,28,32.11
540,0,0,173,0,1125,613,14,41.54
254,0,0,198,0,968,863,90,32.1
339,0,0,197,0,968,781,3,16.5
255.5,170.3,0,185.7,0,1026.6,724.3,7,13.62
385,0,0,186,0,966,763,14,35.34
288,192,0,192,0,932,717.8,28,31.84
220.8,147.2,0,185.7,0,1055,744.3,28,31.97
525,0,0,189,0,1125,813,365,35.3
302,0,0,203,0,974,817,3,9.73
251.4,0,118.3,188.5,6.1,1028.4,757.7,28,33.01
139.6,209.4,0,192,0,1047,806.9,90,50.46
246.8,0,125.1,143.3,12,1086.8,800.9,3,9.99
183.9,122.6,0,203.5,0,959.2,800,7,7.51
393,0,0,192,0,940,758,180,31.02
233.8,0,0,197.9,3.4,947,852.2,28,62.94
310,0,0,192,0,1012,830,90,33.12
254,0,0,197,0,968,863,365,50.6
298,137,106,195,6,935,758,28,55.51
300,0,0,184,0,1075,795,180,46.2
425,106.3,106.1,153.9,15.9,852.1,887.1,28,23.52
157,260,0,214,3,847,783,28,41.93
262,0,130,178,10,890,638,28,33.31
540,0,0,173,0,1125,613,90,57.21
212.6,0,100.4,159.4,7.8,1007.8,903.6,3,19.99
389.9,189,0,145.9,22,944.7,755.8,91,36.45
252,0,0,185,0,1111,784,28,26.91
153,102,0,192,0,888,943.1,3,6.94
152,210,113,198,9,833,690,28,51.96
375,93.8,0,126.6,23.4,852.1,992.6,3,4.83
157,236,0,192,0,935.4,781.2,90,74.36
307,0,0,193,0,968,812,7,24.07
251.4,0,0,181.7,10.4,1043.6,754.3,3,11.98
238,0,0,186,0,1119,789,3,6.81
202,11,126,206,1.7,801,801,28,80.2
102,0,0,192,0,879,942,3,12.46
194.7,0,100.5,170.2,7.5,926.1,796.2,56,14.99
307,0,0,193,0,968,812,180,28.63
382,0,0,186,0,1047,739,28,23.22
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,17.57
275.1,0,0,159.5,11.2,1052.3,783.5,56,66.6
295,0,0,185,0,1069,774,7,18.28
310,0,0,192,0,970,850,365,38.89
475,118.8,0,181.1,8.9,852.1,781.8,3,15.04
150,0,0,203,0,974,800,28,21.5
333,0,0,192,0,931.2,842.6,3,26.92
491,26,123,210,3.1,882,699,56,60.29
380,0,0,228,0,932,670,90,49.2
540,0,0,173,0,1125,613,180,36.45
469,117.2,0,137.8,32.2,852.1,840.5,91,75.5
236,0,0,194,0,968,885,90,49.19
296,0,0,186,0,1090,769,28,61.86
382,0,0,185,0,1040,739,365,38.02
158.8,238.2,0,185.7,0,1040.6,734.3,28,32.85
313,145,0,178,7,1002,689,28,44.14
225,0,0,181,0,1113,833,7,17.24
500,0,0,200,0,1125,613,180,51.73
145,0,134,158,11,979,812,28,33.96
307,0,0,193,0,968,812,365,67.7
500,0,0,200,0,1125,613,28,33.8
500,0,0,200,5,1125,613,28,32.96
387,20,94,157,13.9,938,845,7,8.54
375,93.8,0,126.6,4.5,946.8,852.1,3,37.36
250,0,95.7,187.4,9.1,861.2,859.2,28,32.72
158.8,238.2,0,185.7,0,1040.6,734.3,28,59.76
425,0,0,151.4,18.6,936,803.7,56,55.64
307,0,0,193,0,968,812,180,41.64
382,0,0,185.7,0,1118.8,789.3,28,42.35
200,133,0,192,0,965.4,806.2,28,35.36
525,0,0,181,0,1125,750,14,41.05
230,316.1,0,185.7,0,1006.4,709.5,56,28.63
330.5,169.6,0,167.5,8.1,936,611.8,56,63.4
183.9,122.6,0,203.5,0,959.2,800,7,21.26
212,141.3,0,203.5,0,973.4,750,28,33.76
304,0,78,195,9,895,712,3,9.13
305.3,203.5,0,203.5,0,965.4,631,28,26.85
154,174,185,185,7,845,612,28,29.55
237.5,237.5,0,185.7,0,1046.9,674.3,28,45.3
154.8,144.7,127.9,181.9,7,879.7,683.3,28,17.54
339,0,0,197,0,968,781,90,15.69
277,0,0,191,4,968,856,28,56.63
288,192,0,192,0,929.8,716.1,90,41.1
213.8,0,24.5,181.7,6.7,1066,785.6,14,17.54
178,129.9,118.6,175.5,3.6,1007.3,746.6,100,79.99
313,145,0,194,8,867,824,28,33.4
475,0,0,228,0,932,594,28,43.73
331,0,0,192,0,1025,821,120,8.54
322,0,0,185,0,1118,784,7,35.23
531.3,0,0,141.8,28.2,852.1,893.7,56,44.39
362.6,189,0,164.9,11.6,944.7,755.8,56,54.77
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,25.37
238.2,158.8,0,185.7,0,1040.6,734.3,28,28.63
238,0,0,186,0,1119,789,28,24.28
140,210,0,186,0,974,774,28,38.07
475,0,0,183,9.5,1044,662,28,67.8
385,0,0,192,0,966,763,3,7.4
310,0,0,192,0,1012,830,360,46.93
157,236,0,192,0,935.4,781.2,3,6.28
425,0,0,153.5,16.5,852.1,887.1,3,24.92
425,106.3,0,153.5,16.5,852.1,887.1,7,42.13
254,0,0,198,0,968,863,180,28.63
193.5,290.2,0,185.7,0,998.2,704.3,28,44.28
295.8,0,0,192,0,955.1,749.1,28,46.93
213.8,98.1,24.5,181.7,6.7,1066,792.7,91,44.52
192,288,0,192,0,929.8,716.1,90,47.82
382,0,0,186,0,888,789,7,49.25
139.7,209.4,0,192,0,947,847,7,28.02
312.7,160.5,0,177.6,9.6,916.6,759.5,28,25.97
382.5,0,0,185.7,0,1047.8,739.3,28,34.57
475,0,0,181,12,1065,765,28,27.22
349,0,0,192,0,1047,806,90,21.54
186.2,124.1,0,185.7,0,1083.4,764.3,7,6.47
238,0,0,186,0,1119,789,28,39
252.5,0,0,185.7,0,1111.6,784.3,28,67.11
236.9,91.7,71.5,246.9,6,852.9,695.4,28,66.9
144,136,106,178,7,941,774,28,40.86
349,0,0,192,0,1047,806,28,39.45
154.8,183.4,0,193.3,9.1,1047.8,696.7,28,31.64
500,0,0,200,0,1125,613,180,50.94
376,0,0,214.6,0,1003.5,762.4,56,49.8
382,0,0,197,0,1111,784,90,39
475,116,0,228,0,932,674.3,7,46.39
190.3,0,125.2,166.6,9.9,1079,798.9,100,48.59
157,236,0,192,0,935.4,781.2,90,48.72
190.7,0,125.4,162.1,7.8,1090,804,7,7.4
349,0,0,192,0,1047,806,28,39.59
213.5,0,174.2,154.6,11.2,1052.3,775.5,56,52.04
393,0,0,192,0,940.6,785.6,180,69.66
331,0,0,192,0,1025,821,28,30.85
141.9,166.6,0,173.5,0,977.6,785.3,7,15.61
480,0,0,192,0,936.2,712.2,3,9.01
158.8,250.2,0,183.3,12.3,1043.6,659.9,7,26.15
350,0,0,203,0,974,775,120,29.41
182,45.2,122,170.1,9,1019,657.9,28,31.97
194.7,0,100.5,203.5,9.5,959.2,800.9,14,65.2
427.5,47.5,0,228,0,932,594,90,81.75
540,0,0,173,0,1125,613,270,51.33
139.6,209.4,0,192,0,972.6,749.1,90,39.29
213.7,0,174.7,154.8,11.7,1052.3,803.7,28,37.81
304,0,0,228,0,932,670,180,40.2
359,19,141,154,10.9,942,801,28,39.78
286.3,200.9,0,144.7,11.2,1004.6,803.7,28,50.51
439,177,0,186,11.6,884.9,707.9,28,29.79
491,26,79,155,14.3,967,844,3,29.75
362.6,189,0,164.9,11.6,944.7,755.8,91,74.19
388.6,97.8,0,168.1,12.1,852.1,925.7,56,34.57
382.5,0,0,185.7,0,1047.8,739.3,90,37.8
194.7,0,100.5,170.2,7.5,1006.4,905.9,28,19.42
165,128.5,132.1,175.1,8.1,1005.8,746.6,3,15.62
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,31.88
500,0,0,200,0,1000,613,3,32.07
190.3,0,125.2,166.6,9.9,1079,798.9,28,17.37
200,0,0,200,0,1125,613,28,31.25
313,145,113,178,8.3,833,824,28,6.81
250,166.4,0,203.5,0,977.6,694.1,28,24.54
236,157,0,192,0,1104,784,28,39.7
181.4,0,167,169.6,7.6,1055.6,777.8,100,37.91
349,0,0,192,0,1047,806,7,23.7
182,45.2,122,170.2,8.2,1059.4,780.7,28,29.59
381.4,0,0,185.7,0,1104.6,784.3,28,23.69
350,0,0,203,0,974,775,28,30.12
159,149,116,175,15,953,720,28,7.84
158.8,238.2,0,185.7,0,1040.6,734.3,28,45.37
425,106.3,0,153.5,16.5,852.1,887.1,28,56.1
135,0,120,180,7,961,785,28,33.27
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,34.77
425,106.3,0,153.5,16.5,852.1,887.1,7,52.42
331,0,0,192,0,1025,821,28,36.3
298,0,116,184,9,879,815,28,24.54
500,0,0,200,0,1125,613,28,35.57
150.7,0,185.3,166.7,15.6,1074.5,678,28,37.92
202,11,141,206,1.7,942,801,28,22.53
182,45.2,122,170.2,8.2,1059.4,780.7,28,45.71
382,0,0,185,0,1047,739,28,32.05
297.2,0,117.5,174.8,9.6,1023.3,753.5,14,25.12
382.5,0,0,185.7,0,1047.8,739.3,7,54.9
261,111,86,195,5.2,832.6,790.4,28,51.04
200,200,0,190,0,1145,660,28,67.7
149,0,128,182,7,953,780,28,25.37
203.5,305.3,0,203.5,0,963.4,630,7,11.96
331,0,0,192,0,978,825.5,3,16.88
362.6,189,0,164.9,11.6,944.7,755.8,91,56.34
401.8,94.7,0,147.4,11.4,946.8,852.1,91,65.7
139.6,209.4,0,192,0,1047,806.9,360,42.7
310,0,0,192,0,970,850,28,30.44
266,114,0,228,0,932,670,28,24.44
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,47.97
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.61
275.1,0,121.6,170.2,8.7,1026.6,753.5,3,4.78
350,0,0,203,0,974,775,28,24.85
307,0,0,193,0,968,812,28,31.12
254,0,0,198,0,968,863,3,9.99
349,0,0,192,0,1056,809,7,17.22
382.5,0,0,185.7,0,1040.6,734.3,7,7.72
397,20,94,157,11.6,938,845,28,67.8
385,0,0,186,0,966,763,180,52.83
304,76,0,228,0,932,670,180,33.95
141.3,212,0,203.5,0,971.8,748.5,90,52.82
349,0,0,192,0,1047,806.2,90,33.95
500,0,0,200,0,1125,613,90,23.25
359.4,359.4,0,151.4,18.6,936.2,803.7,7,18.2
297,0,0,185,0,1040,734,28,44.39
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,48.4
266,114,0,228,0,932,670,28,23.08
297.2,0,117.5,154.6,10.1,1022.8,753.5,100,43.57
296,0,106.7,221.4,10.5,819.2,778.4,28,37.36
349,0,0,192,0,1056,809,7,12.55
140,133,103,200,7,916,753,28,42.33
251.4,0,0,188.5,6.4,878.4,757.7,28,23.52
139.6,209.4,0,192,0,1047,806.9,90,35.23
397,0,0,192,0,1040.6,734.3,3,12.45
397,0,0,185.7,0,1040.6,734.3,7,19.42
183.9,122.6,0,203.5,0,959.2,800,28,37.92
168,42.1,118.3,195.5,5.8,1028.4,757.6,28,47.82
290.4,0,96.2,168.1,9.4,961.2,865,100,55.83
289,0,0,192,0,913.2,895.3,28,29.73
251.4,0,118.3,192.9,5.8,1069.2,754.3,28,58.61
236,0,0,193,0,968,885,180,25.18
135,207,161,178,10,917,759,28,55.55
339,0,0,185,0,1069,754,28,30.65
194.7,0,125.2,183.4,9.9,998,903.6,28,21.29
425,106.3,0,151.4,18.6,936,803.7,100,66.78
194.7,0,100.5,170.2,7.5,1006.4,905.9,14,18.42
255,0,0,192,0,889.8,945,7,24.34
212,0,124.8,159,7.8,1085.4,799.5,100,44.86
198.6,137.2,0,192,0,970.4,840.5,28,73.7
362.6,189,0,164.9,11.6,944.7,755.8,3,39.3
376,0,0,214.6,0,1003.5,762.4,3,13.62
339.2,0,0,192.9,0,1043.6,754.3,90,33.42
382,0,0,185,0,1047,739,14,25.89
251.4,0,118.3,188.5,4.1,1028.4,757.7,100,55.6
500,0,0,200,0,1125,613,365,51.04
333,0,0,192,0,931.2,842.6,360,41.24
424,22,132,178,8.9,869,812,28,66.82
238.1,316.1,0,185.7,10.3,927.4,689.3,28,38.21
304,76,0,228,0,932,670,28,18.13
154,17.5,174,193,15,967,633,7,19.54
289,0,0,192,0,913.2,895.3,28,17.44
480,0,0,192,0,936,721,28,37.68
233.8,0,94.6,197.9,4.6,947,852.2,100,79.99
374.3,189,0,170.1,10.1,926.1,756.7,28,56.14
362.6,189,0,164.9,11,944.7,712.2,3,6.47
250,0,95.7,187.4,5.5,956.9,861.2,100,41.89
255,0,0,185.7,0,1055,744.3,7,71.7
387,0,0,157.9,13.9,938.2,845,14,38.56
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,52.43
210.7,316.1,0,185.7,0,977,689.3,7,25.61
149,236,0,176,12,846,892,28,46.93
212,0,121.6,161.9,7.8,1076.2,799.5,14,24.34
272.8,0,118.3,209.7,5.8,1012.4,829.5,28,24.4
150,0,0,182,0,1074,774,28,24.28
331,0,0,192,0,1025,821,3,36.8
339,0,0,197,0,968,781,365,29.79
251.4,0,118.3,188.5,5.8,1080.8,753.5,3,9.99
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,24.58
491,26,0,201,3.9,967,699,28,29.16
525,0,0,189,0,1125,613,270,40.93
218.9,0,124.1,158.5,11.3,1078.7,794.9,56,42.55
251.4,0,99.9,146.1,12.4,1006,899.8,100,56.06
149,139.7,0,178,12.8,920,920,28,38.5
233.8,0,94.1,197.9,4.5,946.8,852.2,100,54.6
500,0,0,200,0,1125,613,7,29
350,0,0,203,0,974,775,28,35.36
323.7,282.8,0,183.8,10.3,942.7,659.9,7,10.09
202,141,106,191,13,943,695,28,36.94
318.8,212.5,0,155.7,14.3,852.1,781.5,28,71.3
133,200,0,192,0,927.4,839.2,90,41.3
181.9,288,0,185.7,0,1012.4,714.3,7,41.05
374,189.2,0,170.1,10.1,926.1,756.7,28,61.24
307,0,0,193,0,968,812,14,24.58
198.6,132.4,0,192,0,978.4,825.5,360,48.59
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,44.7
305.3,0,0,203.5,0,965.4,631,28,37.8
102,153,0,192,0,887,942,7,20.97
295.7,0,95.6,171.5,8.9,955.1,859.2,3,35.3
212.1,45.2,121.6,170.2,5.7,1059.4,780.1,56,53.77
236,157,0,192,0,972.6,755.8,28,25.89
154.8,237.5,0,193.3,8,877.2,842.6,28,22.84
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,31.25
401.8,94.7,0,147.4,11.4,946.8,852.1,56,72.1
382,0,0,186,0,1047,739,7,15.61
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,24
284,119.7,0,168.1,6.4,895.2,785.5,28,7.84
213.7,0,174.9,164.9,7.6,1052.3,775.5,56,29.93
139.6,209.4,0,192,0,1047,806.9,90,40.71
331,0,0,192,0,1025,821,90,35.23
108.3,162.4,0,203.5,0,938.2,849,28,40.86
350,0,0,182,0,1100,820,7,15.42
255,0,0,192,0,931.2,885,28,33.4
300,0,0,203,0,974,775,3,15.42
339.2,0,0,185.7,0,1069.2,754.3,28,26.74
323.7,282.8,0,183.8,7.5,942.7,659.9,7,34.49
230,0,118.3,195.5,4.6,1029.4,758.6,28,68.5
296,0,0,192,0,1083,769,90,43.7
349,0,0,192,0,1047,806,3,6.47
475,118.8,0,181.1,8.9,852.1,781.5,28,49.9
375,93.8,0,126.6,23.4,852.1,992.6,3,28.6
158.8,238.7,0,185.7,0,1118.8,789.3,28,32.85
